player_id,player_name,trade_year,team_traded_from,team_traded_to
920,A.C. Green,1993-94,Los Angeles Lakers,Phoenix Suns
920,A.C. Green,1996-97,Phoenix Suns,Dallas Mavericks
920,A.C. Green,1999-00,Dallas Mavericks,Los Angeles Lakers
920,A.C. Green,2000-01,Los Angeles Lakers,Miami Heat
2062,A.J. Guyton,2002-03,Chicago Bulls,Golden State Warriors
1630639,A.J. Lawson,2022-23,Minnesota Timberwolves,Dallas Mavericks
201985,AJ Price,2012-13,Indiana Pacers,Washington Wizards
201985,AJ Price,2013-14,Washington Wizards,Minnesota Timberwolves
201985,AJ Price,2014-15,Minnesota Timberwolves,Indiana Pacers
201985,AJ Price,2014-15,Indiana Pacers,Cleveland Cavaliers
201985,AJ Price,2014-15,Cleveland Cavaliers,Phoenix Suns
201166,Aaron Brooks,2010-11,Houston Rockets,Phoenix Suns
201166,Aaron Brooks,2012-13,Sacramento Kings,Houston Rockets
201166,Aaron Brooks,2013-14,Houston Rockets,Denver Nuggets
201166,Aaron Brooks,2016-17,Chicago Bulls,Indiana Pacers
201166,Aaron Brooks,2017-18,Indiana Pacers,Minnesota Timberwolves
203932,Aaron Gordon,2020-21,Orlando Magic,Denver Nuggets
201189,Aaron Gray,2009-10,Chicago Bulls,New Orleans Pelicans
201189,Aaron Gray,2011-12,New Orleans Pelicans,Toronto Raptors
201189,Aaron Gray,2013-14,Toronto Raptors,Sacramento Kings
1626151,Aaron Harrison,2017-18,Charlotte Hornets,Dallas Mavericks
1628988,Aaron Holiday,2021-22,Indiana Pacers,Washington Wizards
1628988,Aaron Holiday,2021-22,Washington Wizards,Phoenix Suns
1628988,Aaron Holiday,2023-24,Atlanta Hawks,Houston Rockets
243,Aaron McKie,1996-97,Portland Trail Blazers,Detroit Pistons
243,Aaron McKie,1997-98,Detroit Pistons,Philadelphia 76ers
243,Aaron McKie,2005-06,Philadelphia 76ers,Los Angeles Lakers
1630174,Aaron Nesmith,2022-23,Boston Celtics,Indiana Pacers
1425,Aaron Williams,1994-95,Utah Jazz,Milwaukee Bucks
1425,Aaron Williams,1996-97,Milwaukee Bucks,Denver Nuggets
1425,Aaron Williams,1996-97,Denver Nuggets,Memphis Grizzlies
1425,Aaron Williams,1999-00,Oklahoma City Thunder,Washington Wizards
1425,Aaron Williams,2000-01,Washington Wizards,Brooklyn Nets
1425,Aaron Williams,2004-05,Brooklyn Nets,Toronto Raptors
1425,Aaron Williams,2005-06,Toronto Raptors,New Orleans Pelicans
1627846,Abdel Nader,2018-19,Boston Celtics,Oklahoma City Thunder
1627846,Abdel Nader,2020-21,Oklahoma City Thunder,Phoenix Suns
77126,Abdul Jeelani,1980-81,Portland Trail Blazers,Dallas Mavericks
768,Acie Earl,1995-96,Boston Celtics,Toronto Raptors
768,Acie Earl,1996-97,Toronto Raptors,Milwaukee Bucks
201151,Acie Law,2009-10,Atlanta Hawks,Golden State Warriors
201151,Acie Law,2009-10,Golden State Warriors,Charlotte Hornets
201151,Acie Law,2009-10,Charlotte Hornets,Chicago Bulls
201151,Acie Law,2010-11,Memphis Grizzlies,Golden State Warriors
2492,Adam Harrington,2002-03,Dallas Mavericks,Denver Nuggets
228,Adam Keefe,1994-95,Atlanta Hawks,Utah Jazz
228,Adam Keefe,2000-01,Utah Jazz,Golden State Warriors
200747,Adam Morrison,2008-09,Charlotte Hornets,Los Angeles Lakers
1629678,Admiral Schofield,2021-22,Washington Wizards,Orlando Magic
1502,Adonal Foyle,2007-08,Golden State Warriors,Orlando Magic
1502,Adonal Foyle,2008-09,Orlando Magic,Memphis Grizzlies
1502,Adonal Foyle,2008-09,Memphis Grizzlies,Orlando Magic
1817,Adonis Jordan,1998-99,Denver Nuggets,Milwaukee Bucks
203519,Adonis Thomas,2013-14,Orlando Magic,Philadelphia 76ers
203940,Adreian Payne,2014-15,Atlanta Hawks,Minnesota Timberwolves
203940,Adreian Payne,2017-18,Minnesota Timberwolves,Orlando Magic
76237,Adrian Branch,1987-88,Los Angeles Lakers,Brooklyn Nets
76237,Adrian Branch,1988-89,Brooklyn Nets,Portland Trail Blazers
76237,Adrian Branch,1989-90,Portland Trail Blazers,Minnesota Timberwolves
154,Adrian Caldwell,1995-96,Houston Rockets,Indiana Pacers
154,Adrian Caldwell,1996-97,Indiana Pacers,Brooklyn Nets
154,Adrian Caldwell,1996-97,Brooklyn Nets,Philadelphia 76ers
76504,Adrian Dantley,1977-78,Los Angeles Clippers,Indiana Pacers
76504,Adrian Dantley,1977-78,Indiana Pacers,Los Angeles Lakers
76504,Adrian Dantley,1979-80,Los Angeles Lakers,Utah Jazz
76504,Adrian Dantley,1986-87,Utah Jazz,Detroit Pistons
76504,Adrian Dantley,1988-89,Detroit Pistons,Dallas Mavericks
76504,Adrian Dantley,1990-91,Dallas Mavericks,Milwaukee Bucks
1559,Adrian Griffin,2001-02,Boston Celtics,Dallas Mavericks
1559,Adrian Griffin,2003-04,Dallas Mavericks,Houston Rockets
1559,Adrian Griffin,2004-05,Houston Rockets,Chicago Bulls
1559,Adrian Griffin,2005-06,Chicago Bulls,Dallas Mavericks
1559,Adrian Griffin,2006-07,Dallas Mavericks,Chicago Bulls
1559,Adrian Griffin,2007-08,Chicago Bulls,Oklahoma City Thunder
78178,Adrian Smith,1969-70,Sacramento Kings,Golden State Warriors
76319,Al Butler,1964-65,New York Knicks,Washington Wizards
76708,Al Ferrari,1962-63,Atlanta Hawks,Washington Wizards
1733,Al Harrington,2004-05,Indiana Pacers,Atlanta Hawks
1733,Al Harrington,2006-07,Atlanta Hawks,Indiana Pacers
1733,Al Harrington,2006-07,Indiana Pacers,Golden State Warriors
1733,Al Harrington,2008-09,Golden State Warriors,New York Knicks
1733,Al Harrington,2010-11,New York Knicks,Denver Nuggets
1733,Al Harrington,2012-13,Denver Nuggets,Orlando Magic
1733,Al Harrington,2013-14,Orlando Magic,Washington Wizards
201143,Al Horford,2016-17,Atlanta Hawks,Boston Celtics
201143,Al Horford,2019-20,Boston Celtics,Philadelphia 76ers
201143,Al Horford,2020-21,Philadelphia 76ers,Oklahoma City Thunder
201143,Al Horford,2021-22,Oklahoma City Thunder,Boston Celtics
2744,Al Jefferson,2007-08,Boston Celtics,Minnesota Timberwolves
2744,Al Jefferson,2010-11,Minnesota Timberwolves,Utah Jazz
2744,Al Jefferson,2013-14,Utah Jazz,Charlotte Hornets
2744,Al Jefferson,2016-17,Charlotte Hornets,Indiana Pacers
77482,Al Masino,1953-54,Atlanta Hawks,Philadelphia 76ers
78167,Al Skinner,1977-78,Brooklyn Nets,Detroit Pistons
78167,Al Skinner,1978-79,Philadelphia 76ers,Brooklyn Nets
201154,Al Thornton,2009-10,Los Angeles Clippers,Washington Wizards
201154,Al Thornton,2010-11,Washington Wizards,Golden State Warriors
78372,Al Tucker,1968-69,Oklahoma City Thunder,Sacramento Kings
78372,Al Tucker,1969-70,Washington Wizards,Chicago Bulls
78610,Al Wood,1981-82,Atlanta Hawks,Los Angeles Clippers
78610,Al Wood,1983-84,Los Angeles Clippers,Oklahoma City Thunder
78610,Al Wood,1986-87,Oklahoma City Thunder,Dallas Mavericks
202329,Al-Farouq Aminu,2011-12,Los Angeles Clippers,New Orleans Pelicans
202329,Al-Farouq Aminu,2014-15,New Orleans Pelicans,Dallas Mavericks
202329,Al-Farouq Aminu,2015-16,Dallas Mavericks,Portland Trail Blazers
202329,Al-Farouq Aminu,2019-20,Portland Trail Blazers,Orlando Magic
202329,Al-Farouq Aminu,2020-21,Orlando Magic,Chicago Bulls
76001,Alaa Abdelnaby,1992-93,Portland Trail Blazers,Milwaukee Bucks
76001,Alaa Abdelnaby,1992-93,Milwaukee Bucks,Boston Celtics
76001,Alaa Abdelnaby,1994-95,Boston Celtics,Sacramento Kings
76001,Alaa Abdelnaby,1994-95,Sacramento Kings,Philadelphia 76ers
101187,Alan Anderson,2011-12,Charlotte Hornets,Toronto Raptors
101187,Alan Anderson,2013-14,Toronto Raptors,Brooklyn Nets
101187,Alan Anderson,2015-16,Brooklyn Nets,Washington Wizards
101187,Alan Anderson,2016-17,Washington Wizards,Los Angeles Clippers
76947,Alan Hardy,1981-82,Los Angeles Lakers,Detroit Pistons
673,Alan Henderson,2004-05,Atlanta Hawks,Dallas Mavericks
673,Alan Henderson,2005-06,Dallas Mavericks,Cleveland Cavaliers
673,Alan Henderson,2006-07,Cleveland Cavaliers,Philadelphia 76ers
1628,Alan Ogg,1992-93,Miami Heat,Milwaukee Bucks
1628,Alan Ogg,1992-93,Milwaukee Bucks,Washington Wizards
1626210,Alan Williams,2018-19,Phoenix Suns,Brooklyn Nets
201169,Alando Tucker,2009-10,Phoenix Suns,Minnesota Timberwolves
77263,Albert King,1987-88,Brooklyn Nets,Philadelphia 76ers
77263,Albert King,1988-89,Philadelphia 76ers,San Antonio Spurs
77263,Albert King,1991-92,San Antonio Spurs,Washington Wizards
202692,Alec Burks,2018-19,Utah Jazz,Cleveland Cavaliers
202692,Alec Burks,2018-19,Cleveland Cavaliers,Sacramento Kings
202692,Alec Burks,2019-20,Golden State Warriors,Philadelphia 76ers
202692,Alec Burks,2022-23,New York Knicks,Detroit Pistons
202692,Alec Burks,2023-24,Detroit Pistons,New York Knicks
1893,Aleksandar Radojevic,2004-05,Toronto Raptors,Utah Jazz
1630197,Aleksej Pokusevski,2023-24,Oklahoma City Thunder,Charlotte Hornets
101165,Alex Acker,2008-09,Detroit Pistons,Los Angeles Clippers
1627936,Alex Caruso,2021-22,Los Angeles Lakers,Chicago Bulls
76673,Alex English,1978-79,Milwaukee Bucks,Indiana Pacers
76673,Alex English,1979-80,Indiana Pacers,Denver Nuggets
76673,Alex English,1990-91,Denver Nuggets,Dallas Mavericks
2682,Alex Garcia,2004-05,San Antonio Spurs,New Orleans Pelicans
76937,Alex Hannum,1951-52,Philadelphia 76ers,Sacramento Kings
76937,Alex Hannum,1954-55,Sacramento Kings,Atlanta Hawks
203458,Alex Len,2018-19,Phoenix Suns,Atlanta Hawks
203458,Alex Len,2019-20,Atlanta Hawks,Sacramento Kings
203458,Alex Len,2020-21,Toronto Raptors,Washington Wizards
1627816,Alex Poythress,2017-18,Philadelphia 76ers,Indiana Pacers
1627816,Alex Poythress,2018-19,Indiana Pacers,Atlanta Hawks
1627293,Alex Stepheson,2015-16,Los Angeles Clippers,Memphis Grizzlies
78261,Alex Stivrins,1992-93,Oklahoma City Thunder,Atlanta Hawks
78261,Alex Stivrins,1992-93,Atlanta Hawks,Los Angeles Clippers
78261,Alex Stivrins,1992-93,Los Angeles Clippers,Milwaukee Bucks
78261,Alex Stivrins,1992-93,Milwaukee Bucks,Phoenix Suns
200792,Alexander Johnson,2007-08,Memphis Grizzlies,Miami Heat
203144,Alexey Shved,2014-15,Minnesota Timberwolves,Philadelphia 76ers
203144,Alexey Shved,2014-15,Philadelphia 76ers,Houston Rockets
203144,Alexey Shved,2014-15,Houston Rockets,New York Knicks
201582,Alexis Ajinca,2010-11,Charlotte Hornets,Dallas Mavericks
201582,Alexis Ajinca,2010-11,Dallas Mavericks,Toronto Raptors
1628035,Alfonzo McKinnie,2018-19,Toronto Raptors,Golden State Warriors
1628035,Alfonzo McKinnie,2019-20,Golden State Warriors,Cleveland Cavaliers
1628035,Alfonzo McKinnie,2020-21,Cleveland Cavaliers,Los Angeles Lakers
1628035,Alfonzo McKinnie,2021-22,Los Angeles Lakers,Chicago Bulls
1628993,Alize Johnson,2020-21,Indiana Pacers,Brooklyn Nets
1628993,Alize Johnson,2021-22,Brooklyn Nets,Chicago Bulls
1628993,Alize Johnson,2021-22,Chicago Bulls,Washington Wizards
1628993,Alize Johnson,2021-22,Washington Wizards,New Orleans Pelicans
76257,Allan Bristow,1976-77,Philadelphia 76ers,San Antonio Spurs
76257,Allan Bristow,1979-80,San Antonio Spurs,Utah Jazz
76257,Allan Bristow,1981-82,Utah Jazz,Dallas Mavericks
275,Allan Houston,1996-97,Detroit Pistons,New York Knicks
203459,Allen Crabbe,2017-18,Portland Trail Blazers,Brooklyn Nets
203459,Allen Crabbe,2019-20,Brooklyn Nets,Atlanta Hawks
203459,Allen Crabbe,2019-20,Atlanta Hawks,Minnesota Timberwolves
947,Allen Iverson,2006-07,Philadelphia 76ers,Denver Nuggets
947,Allen Iverson,2008-09,Denver Nuggets,Detroit Pistons
947,Allen Iverson,2009-10,Memphis Grizzlies,Philadelphia 76ers
1631214,Alondes Williams,2023-24,Brooklyn Nets,Miami Heat
202087,Alonzo Gee,2010-11,Washington Wizards,San Antonio Spurs
202087,Alonzo Gee,2010-11,San Antonio Spurs,Washington Wizards
202087,Alonzo Gee,2010-11,Washington Wizards,Cleveland Cavaliers
202087,Alonzo Gee,2014-15,Cleveland Cavaliers,Denver Nuggets
202087,Alonzo Gee,2014-15,Denver Nuggets,Portland Trail Blazers
202087,Alonzo Gee,2016-17,New Orleans Pelicans,Denver Nuggets
297,Alonzo Mourning,1995-96,Charlotte Hornets,Miami Heat
297,Alonzo Mourning,2003-04,Miami Heat,Brooklyn Nets
297,Alonzo Mourning,2004-05,Brooklyn Nets,Miami Heat
76732,Alphonso Ford,1994-95,Oklahoma City Thunder,Philadelphia 76ers
2228,Alton Ford,2003-04,Phoenix Suns,Houston Rockets
175,Alton Lister,1986-87,Milwaukee Bucks,Oklahoma City Thunder
175,Alton Lister,1989-90,Oklahoma City Thunder,Golden State Warriors
175,Alton Lister,1994-95,Golden State Warriors,Milwaukee Bucks
175,Alton Lister,1995-96,Milwaukee Bucks,Boston Celtics
175,Alton Lister,1997-98,Boston Celtics,Portland Trail Blazers
926,Alvin Robertson,1989-90,San Antonio Spurs,Milwaukee Bucks
926,Alvin Robertson,1992-93,Milwaukee Bucks,Detroit Pistons
1541,Alvin Williams,1997-98,Portland Trail Blazers,Toronto Raptors
1541,Alvin Williams,2006-07,Toronto Raptors,Los Angeles Clippers
1043,Amal McCaskill,2001-02,Orlando Magic,San Antonio Spurs
1043,Amal McCaskill,2002-03,San Antonio Spurs,Atlanta Hawks
1043,Amal McCaskill,2003-04,Atlanta Hawks,Philadelphia 76ers
2405,Amar'e Stoudemire,2010-11,Phoenix Suns,New York Knicks
2405,Amar'e Stoudemire,2014-15,New York Knicks,Dallas Mavericks
101161,Amir Johnson,2009-10,Detroit Pistons,Toronto Raptors
101161,Amir Johnson,2015-16,Toronto Raptors,Boston Celtics
101161,Amir Johnson,2017-18,Boston Celtics,Philadelphia 76ers
2760,Anderson Varejao,2015-16,Cleveland Cavaliers,Golden State Warriors
2760,Anderson Varejao,2020-21,Golden State Warriors,Cleveland Cavaliers
101154,Andray Blatche,2012-13,Washington Wizards,Brooklyn Nets
2857,Andre Barrett,2004-05,Houston Rockets,Orlando Magic
2857,Andre Barrett,2005-06,Phoenix Suns,Toronto Raptors
2857,Andre Barrett,2007-08,Chicago Bulls,Los Angeles Clippers
2810,Andre Brown,2007-08,Oklahoma City Thunder,Memphis Grizzlies
2810,Andre Brown,2008-09,Memphis Grizzlies,Charlotte Hornets
203083,Andre Drummond,2019-20,Detroit Pistons,Cleveland Cavaliers
203083,Andre Drummond,2020-21,Cleveland Cavaliers,Los Angeles Lakers
203083,Andre Drummond,2021-22,Philadelphia 76ers,Brooklyn Nets
2765,Andre Emmett,2011-12,Memphis Grizzlies,Brooklyn Nets
2738,Andre Iguodala,2012-13,Philadelphia 76ers,Denver Nuggets
2738,Andre Iguodala,2013-14,Denver Nuggets,Golden State Warriors
2738,Andre Iguodala,2019-20,Golden State Warriors,Miami Heat
2738,Andre Iguodala,2021-22,Miami Heat,Golden State Warriors
77504,Andre McCarter,1980-81,Sacramento Kings,Washington Wizards
1889,Andre Miller,2002-03,Cleveland Cavaliers,Los Angeles Clippers
1889,Andre Miller,2003-04,Los Angeles Clippers,Denver Nuggets
1889,Andre Miller,2006-07,Denver Nuggets,Philadelphia 76ers
1889,Andre Miller,2009-10,Philadelphia 76ers,Portland Trail Blazers
1889,Andre Miller,2011-12,Portland Trail Blazers,Denver Nuggets
1889,Andre Miller,2013-14,Denver Nuggets,Washington Wizards
1889,Andre Miller,2014-15,Washington Wizards,Sacramento Kings
1889,Andre Miller,2015-16,Minnesota Timberwolves,San Antonio Spurs
77632,Andre Moore,1987-88,Denver Nuggets,Milwaukee Bucks
101261,Andre Owens,2007-08,Utah Jazz,Indiana Pacers
203460,Andre Roberson,2020-21,Oklahoma City Thunder,Brooklyn Nets
78227,Andre Spencer,1992-93,Atlanta Hawks,Golden State Warriors
78227,Andre Spencer,1993-94,Golden State Warriors,Sacramento Kings
78377,Andre Turner,1987-88,Boston Celtics,Houston Rockets
78377,Andre Turner,1988-89,Houston Rockets,Milwaukee Bucks
78377,Andre Turner,1989-90,Milwaukee Bucks,Los Angeles Clippers
78377,Andre Turner,1989-90,Los Angeles Clippers,Charlotte Hornets
78377,Andre Turner,1991-92,Philadelphia 76ers,Washington Wizards
78431,Andre Wakefield,1978-79,Chicago Bulls,Detroit Pistons
200745,Andrea Bargnani,2013-14,Toronto Raptors,New York Knicks
200745,Andrea Bargnani,2015-16,New York Knicks,Brooklyn Nets
1905,Andrei Kirilenko,2012-13,Utah Jazz,Minnesota Timberwolves
1905,Andrei Kirilenko,2013-14,Minnesota Timberwolves,Brooklyn Nets
2804,Andres Nocioni,2008-09,Chicago Bulls,Sacramento Kings
2804,Andres Nocioni,2010-11,Sacramento Kings,Philadelphia 76ers
101106,Andrew Bogut,2012-13,Milwaukee Bucks,Golden State Warriors
101106,Andrew Bogut,2016-17,Golden State Warriors,Dallas Mavericks
101106,Andrew Bogut,2016-17,Dallas Mavericks,Cleveland Cavaliers
101106,Andrew Bogut,2018-19,Los Angeles Lakers,Golden State Warriors
101115,Andrew Bynum,2013-14,Los Angeles Lakers,Cleveland Cavaliers
101115,Andrew Bynum,2013-14,Cleveland Cavaliers,Indiana Pacers
692,Andrew DeClercq,1997-98,Golden State Warriors,Boston Celtics
692,Andrew DeClercq,1998-99,Boston Celtics,Cleveland Cavaliers
692,Andrew DeClercq,2000-01,Cleveland Cavaliers,Orlando Magic
1845,Andrew Gaze,1998-99,Washington Wizards,San Antonio Spurs
202726,Andrew Goudelock,2015-16,Los Angeles Lakers,Houston Rockets
1626150,Andrew Harrison,2018-19,Memphis Grizzlies,Cleveland Cavaliers
1626150,Andrew Harrison,2018-19,Cleveland Cavaliers,New Orleans Pelicans
457,Andrew Lang,1992-93,Phoenix Suns,Philadelphia 76ers
457,Andrew Lang,1993-94,Philadelphia 76ers,Atlanta Hawks
457,Andrew Lang,1995-96,Atlanta Hawks,Minnesota Timberwolves
457,Andrew Lang,1998-99,Milwaukee Bucks,Chicago Bulls
457,Andrew Lang,1999-00,Chicago Bulls,New York Knicks
77375,Andrew Levane,1949-50,Sacramento Kings,Philadelphia 76ers
77375,Andrew Levane,1952-53,Philadelphia 76ers,Atlanta Hawks
203094,Andrew Nicholson,2016-17,Orlando Magic,Washington Wizards
203094,Andrew Nicholson,2016-17,Washington Wizards,Brooklyn Nets
203952,Andrew Wiggins,2019-20,Minnesota Timberwolves,Golden State Warriors
2740,Andris Biedrins,2013-14,Golden State Warriors,Utah Jazz
76615,Andy Duncan,1950-51,Sacramento Kings,Boston Celtics
77131,Andy Johnson,1961-62,Golden State Warriors,Washington Wizards
77853,Andy Phillip,1952-53,Golden State Warriors,Detroit Pistons
77853,Andy Phillip,1956-57,Detroit Pistons,Boston Celtics
358,Anfernee Hardaway,1999-00,Orlando Magic,Phoenix Suns
358,Anfernee Hardaway,2003-04,Phoenix Suns,New York Knicks
358,Anfernee Hardaway,2007-08,New York Knicks,Miami Heat
1738,Ansu Sesay,2004-05,Oklahoma City Thunder,Golden State Warriors
1712,Antawn Jamison,2003-04,Golden State Warriors,Dallas Mavericks
1712,Antawn Jamison,2004-05,Dallas Mavericks,Washington Wizards
1712,Antawn Jamison,2009-10,Washington Wizards,Cleveland Cavaliers
1712,Antawn Jamison,2012-13,Cleveland Cavaliers,Los Angeles Lakers
1712,Antawn Jamison,2013-14,Los Angeles Lakers,Los Angeles Clippers
138,Anthony Avent,1993-94,Milwaukee Bucks,Orlando Magic
138,Anthony Avent,1995-96,Orlando Magic,Memphis Grizzlies
138,Anthony Avent,1998-99,Memphis Grizzlies,Utah Jazz
138,Anthony Avent,1999-00,Utah Jazz,Los Angeles Clippers
203461,Anthony Bennett,2014-15,Cleveland Cavaliers,Minnesota Timberwolves
203461,Anthony Bennett,2015-16,Minnesota Timberwolves,Toronto Raptors
203461,Anthony Bennett,2016-17,Toronto Raptors,Brooklyn Nets
41,Anthony Bonner,1993-94,Sacramento Kings,New York Knicks
41,Anthony Bonner,1995-96,New York Knicks,Orlando Magic
194,Anthony Bowie,1989-90,San Antonio Spurs,Houston Rockets
194,Anthony Bowie,1991-92,Houston Rockets,Orlando Magic
194,Anthony Bowie,1997-98,Orlando Magic,New York Knicks
1626148,Anthony Brown,2016-17,Los Angeles Lakers,New Orleans Pelicans
1626148,Anthony Brown,2016-17,New Orleans Pelicans,Orlando Magic
1853,Anthony Carter,2003-04,Miami Heat,San Antonio Spurs
1853,Anthony Carter,2004-05,San Antonio Spurs,Minnesota Timberwolves
1853,Anthony Carter,2006-07,Minnesota Timberwolves,Denver Nuggets
1853,Anthony Carter,2010-11,Denver Nuggets,New York Knicks
76433,Anthony Cook,1993-94,Denver Nuggets,Orlando Magic
76433,Anthony Cook,1993-94,Orlando Magic,Milwaukee Bucks
203076,Anthony Davis,2019-20,New Orleans Pelicans,Los Angeles Lakers
76752,Anthony Frederick,1990-91,Indiana Pacers,Sacramento Kings
76752,Anthony Frederick,1991-92,Sacramento Kings,Charlotte Hornets
924,Anthony Goldwire,1996-97,Charlotte Hornets,Denver Nuggets
924,Anthony Goldwire,2002-03,Denver Nuggets,San Antonio Spurs
924,Anthony Goldwire,2002-03,San Antonio Spurs,Washington Wizards
924,Anthony Goldwire,2003-04,Minnesota Timberwolves,Brooklyn Nets
924,Anthony Goldwire,2004-05,Detroit Pistons,Milwaukee Bucks
1533,Anthony Johnson,1998-99,Sacramento Kings,Atlanta Hawks
1533,Anthony Johnson,1999-00,Atlanta Hawks,Orlando Magic
1533,Anthony Johnson,2000-01,Atlanta Hawks,Cleveland Cavaliers
1533,Anthony Johnson,2003-04,Brooklyn Nets,Indiana Pacers
1533,Anthony Johnson,2006-07,Indiana Pacers,Dallas Mavericks
1533,Anthony Johnson,2006-07,Dallas Mavericks,Atlanta Hawks
1533,Anthony Johnson,2007-08,Atlanta Hawks,Sacramento Kings
77173,Anthony Jones,1986-87,Washington Wizards,San Antonio Spurs
77173,Anthony Jones,1988-89,Chicago Bulls,Dallas Mavericks
1630237,Anthony Lamb,2021-22,Houston Rockets,San Antonio Spurs
1630237,Anthony Lamb,2022-23,San Antonio Spurs,Golden State Warriors
193,Anthony Mason,1990-91,Brooklyn Nets,Denver Nuggets
193,Anthony Mason,1991-92,Denver Nuggets,New York Knicks
193,Anthony Mason,1996-97,New York Knicks,Charlotte Hornets
193,Anthony Mason,2000-01,Charlotte Hornets,Miami Heat
193,Anthony Mason,2001-02,Miami Heat,Milwaukee Bucks
292,Anthony Miller,1996-97,Los Angeles Lakers,Atlanta Hawks
292,Anthony Miller,1998-99,Atlanta Hawks,Houston Rockets
292,Anthony Miller,2000-01,Houston Rockets,Atlanta Hawks
292,Anthony Miller,2000-01,Atlanta Hawks,Houston Rockets
292,Anthony Miller,2000-01,Houston Rockets,Philadelphia 76ers
201627,Anthony Morrow,2010-11,Golden State Warriors,Brooklyn Nets
201627,Anthony Morrow,2012-13,Brooklyn Nets,Atlanta Hawks
201627,Anthony Morrow,2012-13,Atlanta Hawks,Dallas Mavericks
201627,Anthony Morrow,2014-15,New Orleans Pelicans,Oklahoma City Thunder
201627,Anthony Morrow,2016-17,Oklahoma City Thunder,Chicago Bulls
1515,Anthony Parker,1999-00,Philadelphia 76ers,Orlando Magic
1515,Anthony Parker,2006-07,Orlando Magic,Toronto Raptors
1515,Anthony Parker,2009-10,Toronto Raptors,Cleveland Cavaliers
324,Anthony Peeler,1996-97,Los Angeles Lakers,Memphis Grizzlies
324,Anthony Peeler,1997-98,Memphis Grizzlies,Minnesota Timberwolves
324,Anthony Peeler,2003-04,Minnesota Timberwolves,Sacramento Kings
324,Anthony Peeler,2004-05,Sacramento Kings,Washington Wizards
201576,Anthony Randolph,2010-11,Golden State Warriors,New York Knicks
201576,Anthony Randolph,2010-11,New York Knicks,Minnesota Timberwolves
201576,Anthony Randolph,2012-13,Minnesota Timberwolves,Denver Nuggets
101194,Anthony Roberson,2006-07,Memphis Grizzlies,Golden State Warriors
101194,Anthony Roberson,2008-09,Golden State Warriors,New York Knicks
101194,Anthony Roberson,2008-09,New York Knicks,Chicago Bulls
77975,Anthony Roberts,1980-81,Denver Nuggets,Washington Wizards
77975,Anthony Roberts,1983-84,Washington Wizards,Denver Nuggets
201229,Anthony Tolliver,2009-10,San Antonio Spurs,Portland Trail Blazers
201229,Anthony Tolliver,2009-10,Portland Trail Blazers,Golden State Warriors
201229,Anthony Tolliver,2012-13,Minnesota Timberwolves,Atlanta Hawks
201229,Anthony Tolliver,2013-14,Atlanta Hawks,Charlotte Hornets
201229,Anthony Tolliver,2014-15,Charlotte Hornets,Phoenix Suns
201229,Anthony Tolliver,2014-15,Phoenix Suns,Detroit Pistons
201229,Anthony Tolliver,2016-17,Detroit Pistons,Sacramento Kings
201229,Anthony Tolliver,2017-18,Sacramento Kings,Detroit Pistons
201229,Anthony Tolliver,2018-19,Detroit Pistons,Minnesota Timberwolves
201229,Anthony Tolliver,2019-20,Minnesota Timberwolves,Portland Trail Blazers
201229,Anthony Tolliver,2019-20,Portland Trail Blazers,Sacramento Kings
201229,Anthony Tolliver,2019-20,Sacramento Kings,Memphis Grizzlies
156,Antoine Carr,1989-90,Atlanta Hawks,Sacramento Kings
156,Antoine Carr,1991-92,Sacramento Kings,San Antonio Spurs
156,Antoine Carr,1994-95,San Antonio Spurs,Utah Jazz
156,Antoine Carr,1998-99,Utah Jazz,Houston Rockets
156,Antoine Carr,1999-00,Houston Rockets,Memphis Grizzlies
952,Antoine Walker,2003-04,Boston Celtics,Dallas Mavericks
952,Antoine Walker,2004-05,Dallas Mavericks,Atlanta Hawks
952,Antoine Walker,2004-05,Atlanta Hawks,Boston Celtics
952,Antoine Walker,2007-08,Miami Heat,Minnesota Timberwolves
101120,Antoine Wright,2007-08,Brooklyn Nets,Dallas Mavericks
101120,Antoine Wright,2009-10,Dallas Mavericks,Toronto Raptors
101120,Antoine Wright,2010-11,Toronto Raptors,Sacramento Kings
1498,Antonio Daniels,1998-99,Memphis Grizzlies,San Antonio Spurs
1498,Antonio Daniels,2002-03,San Antonio Spurs,Portland Trail Blazers
1498,Antonio Daniels,2003-04,Portland Trail Blazers,Oklahoma City Thunder
1498,Antonio Daniels,2005-06,Oklahoma City Thunder,Washington Wizards
1498,Antonio Daniels,2008-09,Washington Wizards,New Orleans Pelicans
213,Antonio Davis,1999-00,Indiana Pacers,Toronto Raptors
213,Antonio Davis,2003-04,Toronto Raptors,Chicago Bulls
213,Antonio Davis,2005-06,Chicago Bulls,New York Knicks
213,Antonio Davis,2005-06,New York Knicks,Toronto Raptors
176,Antonio Harvey,1995-96,Los Angeles Lakers,Memphis Grizzlies
176,Antonio Harvey,1995-96,Memphis Grizzlies,Los Angeles Clippers
176,Antonio Harvey,1999-00,Oklahoma City Thunder,Portland Trail Blazers
176,Antonio Harvey,2001-02,Portland Trail Blazers,Oklahoma City Thunder
176,Antonio Harvey,2002-03,Oklahoma City Thunder,Atlanta Hawks
226,Antonio Lang,1995-96,Phoenix Suns,Cleveland Cavaliers
226,Antonio Lang,1997-98,Cleveland Cavaliers,Miami Heat
